from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,benefit,geometry
280,281,-22388993315,16,0.005000,999999.000000,999999.000000,51,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9433518 33.4260281, -111.9433615 33.4263002, -111.9433638 33.4263633, -111.9433563 33.4265053, -111.9433453 33.4265671, -111.9433249 33.4266814, -111.9432746 33.4268558, -111.9432121 33.4269901, -111.9431874 33.4270337, -111.9431405 33.4271163, -111.9430789 33.4272077)"
281,280,-22388993315,16,0.005000,999999.000000,999999.000000,70,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430789 33.4272077, -111.9431405 33.4271163, -111.9431874 33.4270337, -111.9432121 33.4269901, -111.9432746 33.4268558, -111.9433249 33.4266814, -111.9433453 33.4265671, -111.9433563 33.4265053, -111.9433638 33.4263633, -111.9433615 33.4263002, -111.9433518 33.4260281)"
190,191,-22388993315,15,0.001720,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412736 33.4254885, -111.9412665 33.4243385)"
191,190,-22388993316,15,0.001612,999999.000000,999999.000000,83,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412665 33.4243385, -111.9412736 33.4254885)"
189,190,-22388993315,8,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412674 33.4261177, -111.9412751 33.4259829, -111.9412736 33.4254885)"
190,189,-22388993315,8,0.005000,999999.000000,999999.000000,42,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412736 33.4254885, -111.9412751 33.4259829, -111.9412674 33.4261177)"
3,4,-22388993315,18,0.005000,999999.000000,999999.000000,53,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442814 33.4254737, -111.9442932 33.4248846, -111.9443033 33.4243197)"
4,3,-22388993316,18,0.005000,999999.000000,999999.000000,82,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9443033 33.4243197, -111.9442932 33.4248846, -111.9442814 33.4254737)"
1,2,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442567 33.4295155, -111.9442632 33.4293622, -111.9442672 33.4292694, -111.9442868 33.4292012, -111.9443252 33.4291446)"
2,1,-22388993315,6,0.005000,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9443252 33.4291446, -111.9442868 33.4292012, -111.9442672 33.4292694, -111.9442632 33.4293622, -111.9442567 33.4295155)"
142,47,-22387993315,6,0.000099,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399633 33.4273851, -111.9400185 33.427385, -111.9400679 33.4273849)"
47,142,-22388993315,6,0.000095,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400679 33.4273849, -111.9400185 33.427385, -111.9399633 33.4273851)"
47,30,-22388993315,36,0.001336,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400679 33.4273849, -111.940159 33.4273839, -111.941512 33.4273775, -111.9420474 33.4273706, -111.9422487 33.4273804, -111.942421 33.4274122, -111.9425921 33.4274644, -111.9426753 33.4274993, -111.9427719 33.4275569)"
30,47,-22388993315,36,0.001153,999999.000000,999999.000000,72,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427719 33.4275569, -111.9426753 33.4274993, -111.9425921 33.4274644, -111.942421 33.4274122, -111.9422487 33.4273804, -111.9420474 33.4273706, -111.941512 33.4273775, -111.940159 33.4273839, -111.9400679 33.4273849)"
407,192,-22389993315,13,0.000612,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.945 33.4264311, -111.9447027 33.4264321, -111.944657 33.426483, -111.9446461 33.4268521, -111.9446243 33.4268812, -111.9445197 33.4268885, -111.9442762 33.426894)"
192,407,-22388993315,13,0.000637,999999.000000,999999.000000,57,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442762 33.426894, -111.9445197 33.4268885, -111.9446243 33.4268812, -111.9446461 33.4268521, -111.944657 33.426483, -111.9447027 33.4264321, -111.945 33.4264311)"
176,188,-22387993315,6,0.000027,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399677 33.4296814, -111.9399703 33.4297456, -111.9399734 33.4300281, -111.9399748 33.4301976)"
63,193,-22387993317,17,0.000437,999999.000000,999999.000000,92,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381178 33.419078, -111.9380385 33.4190779, -111.9377709 33.4190774, -111.9373118 33.4190765, -111.9366173 33.4190676)"
193,63,-22387993317,17,0.000287,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9373118 33.4190765, -111.9377709 33.4190774, -111.9380385 33.4190779, -111.9381178 33.419078)"
194,141,-22387993315,41,0.000237,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.938161 33.4254954, -111.9381622 33.4256128, -111.9381626 33.4256503, -111.9381745 33.4268482, -111.9387635 33.427076, -111.9392411 33.4272607, -111.9393679 33.4273021, -111.939447 33.4273267, -111.9395019 33.4273825)"
141,194,-22387993315,41,0.000416,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395019 33.4273825, -111.939447 33.4273267, -111.9393679 33.4273021, -111.9392411 33.4272607, -111.9387635 33.427076, -111.9381745 33.4268482, -111.9381626 33.4256503, -111.9381622 33.4256128, -111.938161 33.4254954)"
176,175,-22387993315,6,0.005000,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399677 33.4296814, -111.940037 33.4296738, -111.9400919 33.4296678)"
410,76,-22387993317,10,0.000060,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398526 33.415, -111.9398529 33.4150571, -111.9398521 33.415431, -111.9398435 33.4155958, -111.9398253 33.4156688, -111.939792 33.4157247, -111.9397232 33.4158205, -111.9395884 33.4159654)"
76,344,-22387993317,6,0.000052,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395884 33.4159654, -111.9395692 33.4159864)"
344,341,-22387993317,6,0.000044,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395692 33.4159864, -111.9395397 33.4160199, -111.9395272 33.4160342)"
341,131,-22387993317,6,0.000039,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395272 33.4160342, -111.9394923 33.4160741)"
59,332,-22387993315,6,0.000546,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366724 33.4254992, -111.9365805 33.4255003, -111.936488 33.4255014, -111.9363613 33.4255029, -111.936319 33.4255035)"
332,59,-22387993315,6,0.000511,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.9363613 33.4255029, -111.936488 33.4255014, -111.9365805 33.4255003, -111.9366724 33.4254992)"
74,60,-22387993315,6,0.000642,999999.000000,999999.000000,48,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9353519 33.4255151, -111.9351511 33.4254952, -111.9350723 33.42548, -111.9349278 33.4254396)"
60,74,-22386993315,6,0.000599,999999.000000,999999.000000,67,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349278 33.4254396, -111.9350723 33.42548, -111.9351511 33.4254952, -111.9353519 33.4255151)"
48,190,-22388993315,13,0.005000,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400797 33.4254922, -111.9406267 33.425492, -111.9411959 33.4254872, -111.9412736 33.4254885)"
190,48,-22388993315,13,0.005000,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412736 33.4254885, -111.9411959 33.4254872, -111.9406267 33.425492, -111.9400797 33.4254922)"
190,29,-22388993315,23,0.003384,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412736 33.4254885, -111.9424801 33.4254848, -111.9425451 33.4254846, -111.9428663 33.4254836, -111.9432452 33.4254824, -111.943347 33.4254811)"
29,190,-22388993315,23,0.003258,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.943347 33.4254811, -111.9432452 33.4254824, -111.9428663 33.4254836, -111.9425451 33.4254846, -111.9424801 33.4254848, -111.9412736 33.4254885)"
169,168,-22388993315,6,0.005000,999999.000000,999999.000000,61,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426236 33.4294744, -111.9427174 33.4294743, -111.9427744 33.4294631, -111.9428076 33.4294446, -111.9428462 33.4294111, -111.9428674 33.4293722)"
2,192,-22388993315,36,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9443252 33.4291446, -111.9443136 33.4283475, -111.9443125 33.4283045, -111.9443068 33.4280856, -111.9443026 33.4279205, -111.9442962 33.4276724, -111.944278 33.4269646, -111.9442762 33.426894)"
192,2,-22388993315,36,0.005000,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442762 33.426894, -111.944278 33.4269646, -111.9442962 33.4276724, -111.9443026 33.4279205, -111.9443068 33.4280856, -111.9443125 33.4283045, -111.9443136 33.4283475, -111.9443252 33.4291446)"
192,3,-22388993315,22,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442762 33.426894, -111.9442763 33.4268689, -111.9442795 33.4261428, -111.9442814 33.4254737)"
3,192,-22388993315,22,0.005000,999999.000000,999999.000000,54,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442814 33.4254737, -111.9442795 33.4261428, -111.9442763 33.4268689, -111.9442762 33.426894)"
286,411,-22388993315,6,0.005000,999999.000000,999999.000000,64,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9448055 33.4291415, -111.945 33.4291403)"
411,286,-22389993315,6,0.005000,999999.000000,999999.000000,83,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.945 33.4291403, -111.9448055 33.4291415)"
3,128,-22388993315,7,0.005000,999999.000000,999999.000000,51,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442814 33.4254737, -111.9441177 33.4254467, -111.9436145 33.4254447)"
128,80,-22388993315,6,0.005000,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9436145 33.4254447, -111.9435715 33.4254464)"
80,29,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9435715 33.4254464, -111.9434704 33.4254475, -111.943347 33.4254811)"
48,139,-22388993315,6,0.000235,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400797 33.4254922, -111.9400212 33.4254921, -111.9399606 33.425492)"
139,48,-22387993315,6,0.000238,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399606 33.425492, -111.9400212 33.4254921, -111.9400797 33.4254922)"
131,132,-22387993317,10,0.000020,999999.000000,999999.000000,62,6,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394923 33.4160741, -111.9396053 33.4162564, -111.9397468 33.416566, -111.9398246 33.4169022, -111.9398371 33.4170325)"
142,143,-22387993315,6,0.000034,999999.000000,999999.000000,109,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399633 33.4273851, -111.9399644 33.4274908)"
143,144,-22387993315,6,0.000034,999999.000000,999999.000000,109,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399644 33.4274908, -111.9399642 33.4275269)"
144,221,-22387993315,8,0.000054,999999.000000,999999.000000,109,2,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399642 33.4275269, -111.9399623 33.427579, -111.9399618 33.4281865)"
412,245,-22387993314,10,0.000894,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381327 33.4302, -111.9385326 33.4299576, -111.9387983 33.4298293, -111.9390709 33.4297767, -111.9391291 33.4297717)"
169,118,-22388993315,6,0.005000,999999.000000,999999.000000,61,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426236 33.4294744, -111.942704 33.4295252, -111.9428006 33.4295795, -111.9428484 33.4296132)"
40,52,-22387993317,6,0.000196,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399667 33.4167979, -111.9399894 33.4162047)"
52,199,-22387993317,11,0.000367,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399894 33.4162047, -111.9399706 33.4151936, -111.939969 33.4151097)"
200,40,-22388993317,8,0.000183,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400269 33.417428, -111.9399667 33.4167979)"
201,202,-22387993317,6,0.000037,999999.000000,999999.000000,50,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.9398505 33.4187373)"
205,206,-22387993317,6,0.000045,999999.000000,999999.000000,52,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398661 33.4195538, -111.9398663 33.4195688, -111.9398665 33.419777)"
210,183,-22387993316,8,0.000031,999999.000000,999999.000000,107,12,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398957 33.4212893, -111.9398841 33.4214786, -111.9399051 33.4217848, -111.9398936 33.4218943)"
206,207,-22387993317,6,0.000121,999999.000000,999999.000000,66,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398665 33.419777, -111.9398722 33.4200156)"
203,205,-22387993317,6,0.000044,999999.000000,999999.000000,52,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398606 33.4193366, -111.9398661 33.4195538)"
209,210,-22387993316,6,0.000041,999999.000000,999999.000000,93,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939894 33.4211696, -111.9398957 33.4212893)"
207,208,-22387993316,6,0.000085,999999.000000,999999.000000,85,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398722 33.4200156, -111.9398812 33.4202361)"
136,209,-22387993316,9,0.000031,999999.000000,999999.000000,107,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398833 33.4204904, -111.9398874 33.4205831, -111.9398937 33.4209604, -111.939894 33.4211696)"
202,135,-22387993317,6,0.000034,999999.000000,999999.000000,52,5,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398505 33.4187373, -111.9398515 33.4189843, -111.939854 33.4190575)"
135,203,-22387993317,6,0.000026,999999.000000,999999.000000,52,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939854 33.4190575, -111.9398574 33.4191385, -111.9398606 33.4193366)"
208,136,-22387993316,6,0.000083,999999.000000,999999.000000,97,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398812 33.4202361, -111.9398785 33.4204046, -111.9398833 33.4204904)"
134,201,-22387993317,10,0.000031,999999.000000,999999.000000,72,6,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398468 33.4176189, -111.9398457 33.4184381, -111.9398502 33.4186881)"
215,139,-22387993315,6,0.000029,999999.000000,999999.000000,109,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939958 33.4251292, -111.9399606 33.425492)"
216,48,-22388993315,7,0.000367,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400785 33.4260353, -111.9400797 33.4254922)"
138,215,-22387993316,10,0.000023,999999.000000,999999.000000,109,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399523 33.4243448, -111.939958 33.4251292)"
213,138,-22387993316,6,0.000022,999999.000000,999999.000000,97,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399588 33.4240116, -111.9399523 33.4243448)"
48,214,-22388993315,10,0.000456,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400797 33.4254922, -111.9400789 33.424691)"
140,219,-22387993315,7,0.000014,999999.000000,999999.000000,109,8,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399641 33.4264662, -111.939964 33.4270359)"
221,222,-22387993315,6,0.000092,999999.000000,999999.000000,109,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399618 33.4281865, -111.9399616 33.4284311)"
139,218,-22387993315,11,0.000017,999999.000000,999999.000000,109,3,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399606 33.425492, -111.9399637 33.426342)"
223,224,-22387993315,6,0.000014,999999.000000,999999.000000,109,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399832 33.4290713, -111.9399845 33.4292269)"
217,137,-22387993316,6,0.000022,999999.000000,999999.000000,95,6,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399634 33.422988, -111.9399685 33.4231886)"
218,140,-22387993315,6,0.000026,999999.000000,999999.000000,109,1,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399637 33.426342, -111.9399641 33.4264662)"
137,213,-22387993316,10,0.000026,999999.000000,999999.000000,109,7,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399685 33.4231886, -111.9399609 33.4239039, -111.9399588 33.4240116)"
224,145,-22387993315,6,0.000021,999999.000000,999999.000000,109,0,1,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399845 33.4292269, -111.9399957 33.4293836, -111.9399608 33.4294989, -111.9399635 33.4295773)"
219,142,-22387993315,6,0.000020,999999.000000,999999.000000,109,6,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939964 33.4270359, -111.9399639 33.4272821, -111.9399633 33.4273851)"
222,223,-22387993315,8,0.000015,999999.000000,999999.000000,109,2,1,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399616 33.4284311, -111.9399917 33.4284947, -111.9399996 33.4286739, -111.9399832 33.4290713)"
220,114,-22388993315,6,0.000158,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400691 33.4277606, -111.9400679 33.4275756, -111.9400695 33.4275261)"
114,94,-22388993315,6,0.005000,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400695 33.4275261, -111.9400695 33.4274911)"
38,220,-22388993315,24,0.000096,999999.000000,999999.000000,109,4,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400872 33.4295692, -111.9400836 33.4294932, -111.9400739 33.4285325, -111.9400691 33.4277606)"
231,184,-22387993316,8,0.000048,999999.000000,999999.000000,103,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390184 33.4219833, -111.9393277 33.4219821, -111.9393949 33.4219819, -111.9398577 33.4219804, -111.9398966 33.4219821)"
46,175,-22388993315,6,0.000081,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400948 33.4297326, -111.9400919 33.4296678)"
414,46,-22388993314,6,0.000220,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9401279 33.4302, -111.940113 33.4300629, -111.9400948 33.4297326)"
245,176,-22387993315,8,0.000701,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9391291 33.4297717, -111.9398829 33.4296907, -111.9399677 33.4296814)"
168,117,-22388993315,6,0.005000,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9428674 33.4293722, -111.9428663 33.4293316, -111.9428606 33.4293011, -111.9428468 33.4292652)"
251,72,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9431442 33.4297815, -111.9430761 33.429697)"
250,249,-22388993315,6,0.000253,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9417837 33.4295365, -111.9420775 33.4295382)"
248,38,-22388993315,6,0.000107,999999.000000,999999.000000,77,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9406832 33.4295107, -111.9401777 33.429559, -111.9400872 33.4295692)"
175,173,-22388993315,7,0.000106,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400919 33.4296678, -111.9401871 33.4296574, -111.9409154 33.429599)"
173,250,-22388993315,8,0.000196,999999.000000,999999.000000,58,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9409154 33.429599, -111.9412764 33.4295614, -111.9415022 33.4295422, -111.9417837 33.4295365)"
419,178,-22387993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9350646 33.4302, -111.9349285 33.4300573)"
359,169,-22388993315,6,0.005000,999999.000000,999999.000000,61,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942523 33.429252, -111.9425136 33.4292961, -111.9425089 33.4293247, -111.9425183 33.4293769, -111.9425491 33.4294253, -111.942581 33.4294516, -111.9426236 33.4294744)"
32,163,-22388993315,9,0.005000,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942465 33.4284426, -111.9424284 33.4285095, -111.9424485 33.4287099, -111.9424579 33.4288621, -111.9424747 33.4289326, -111.9425102 33.4290188, -111.9425387 33.4290915, -111.9425485 33.4291402)"
29,280,-22388993315,7,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.943347 33.4254811, -111.9433474 33.4255935, -111.9433518 33.4260281)"
280,29,-22388993315,7,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9433518 33.4260281, -111.9433474 33.4255935, -111.943347 33.4254811)"
281,30,-22388993315,6,0.005000,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430789 33.4272077, -111.9430369 33.4272699, -111.9428554 33.4274652, -111.9427719 33.4275569)"
30,281,-22388993315,6,0.005000,999999.000000,999999.000000,94,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427719 33.4275569, -111.9428554 33.4274652, -111.9430369 33.4272699, -111.9430789 33.4272077)"
30,31,-22388993315,6,0.005000,999999.000000,999999.000000,53,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427719 33.4275569, -111.9426927 33.4276666, -111.9426691 33.4277019)"
31,30,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426691 33.4277019, -111.9426927 33.4276666, -111.9427719 33.4275569)"
31,115,-22388993315,6,0.005000,999999.000000,999999.000000,54,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426691 33.4277019, -111.942647 33.4277383)"
115,31,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942647 33.4277383, -111.9426691 33.4277019)"
115,282,-22388993315,6,0.005000,999999.000000,999999.000000,55,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942647 33.4277383, -111.9425762 33.4278862, -111.9425545 33.4279426)"
282,115,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9425545 33.4279426, -111.9425762 33.4278862, -111.942647 33.4277383)"
33,32,-22388993315,7,0.005000,999999.000000,999999.000000,84,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426248 33.4289759, -111.9425695 33.428845, -111.9425378 33.4286944, -111.9425024 33.4285109, -111.942465 33.4284426)"
361,33,-22388993315,6,0.005000,999999.000000,999999.000000,65,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427017 33.4291063, -111.9426622 33.4290497, -111.9426248 33.4289759)"
40,76,-22387993317,9,0.000157,999999.000000,999999.000000,999999,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399667 33.4167979, -111.9399333 33.4167174, -111.9398815 33.4165303, -111.9397506 33.4162342, -111.9395884 33.4159654)"
