from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,benefit,geometry
62,752,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366746 33.4232058, -111.9368755768199 33.42351954913661)"
753,333,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9378325983482 33.42398348097234, -111.9377644 33.4242905)"
333,753,-22387993316,6,0.005000,999999.000000,999999.000000,45,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9377644 33.4242905, -111.9378325983482 33.42398348097234)"
754,64,-22387993316,6,0.000244,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9376547850382 33.42360013867896, -111.9381595 33.4231914)"
64,754,-22387993316,6,0.000309,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9376547850382 33.42360013867896)"
755,62,-22387993316,6,0.000587,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9373510013011 33.42350940149568, -111.9366746 33.4232058)"
62,755,-22387993316,6,0.000587,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366746 33.4232058, -111.9373510013011 33.42350940149568)"
756,62,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9364506498453 33.42352289021025, -111.9366746 33.4232058)"
62,756,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366746 33.4232058, -111.9364506498453 33.42352289021025)"
757,59,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9373261787527 33.4250752229451, -111.9366724 33.4254992)"
59,757,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366724 33.4254992, -111.9373261787527 33.4250752229451)"
758,19,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9370488 33.42466790000001, -111.936666 33.4243591)"
19,758,-22387993316,6,0.005000,999999.000000,999999.000000,41,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936666 33.4243591, -111.9370488 33.42466790000001)"
759,19,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9359834068245 33.42403454040671, -111.936666 33.4243591)"
19,759,-22387993316,6,0.005000,999999.000000,999999.000000,41,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936666 33.4243591, -111.9359834068245 33.42403454040671)"
760,73,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9352275002137 33.42396388317145, -111.9349809 33.4243346)"
73,760,-22386993316,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349809 33.4243346, -111.9352275002137 33.42396388317145)"
761,64,-22387993316,6,0.000288,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9384549156959 33.4228304190641, -111.9381595 33.4231914)"
64,761,-22387993316,6,0.000241,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9384549156959 33.4228304190641)"
762,73,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9353205527302 33.4247365375159, -111.9349809 33.4243346)"
73,762,-22386993316,6,0.005000,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349809 33.4243346, -111.9353205527302 33.4247365375159)"
763,74,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9352797 33.42515965, -111.9353519 33.4255151)"
74,763,-22387993315,6,0.005000,999999.000000,999999.000000,48,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9353519 33.4255151, -111.9352797 33.42515965)"
764,141,-22387993315,6,0.000522,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394959494541 33.42784394349894, -111.9395019 33.4273825)"
141,764,-22387993315,6,0.000541,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395019 33.4273825, -111.9394959494541 33.42784394349894)"
765,112,-22387993315,6,0.000386,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9391558470978 33.42691343580681, -111.9389329 33.427278)"
112,765,-22387993315,6,0.000343,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389329 33.427278, -111.9391558470978 33.42691343580681)"
766,218,-22387993315,6,0.000129,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9396987517364 33.42616027684499, -111.9399637 33.426342)"
218,766,-22387993315,6,0.000141,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399637 33.426342, -111.9396987517364 33.42616027684499)"
767,223,-22387993315,6,0.000038,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9396275610634 33.42900183957961, -111.9399832 33.4290713)"
223,767,-22387993315,6,0.000038,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399832 33.4290713, -111.9396275610634 33.42900183957961)"
768,223,-22387993315,6,0.000038,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9392636792885 33.42889077444613, -111.9399832 33.4290713)"
223,768,-22387993315,6,0.000038,999999.000000,999999.000000,109,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399832 33.4290713, -111.9392636792885 33.42889077444613)"
769,248,-22388993315,6,0.000143,999999.000000,999999.000000,999999,2,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9404432005031 33.42912115168836, -111.9406832 33.4295107)"
248,769,-22388993315,6,0.000097,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9406832 33.4295107, -111.9404432005031 33.42912115168836)"
770,280,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9431126186057 33.42595314157244, -111.9433518 33.4260281)"
280,770,-22388993315,6,0.005000,999999.000000,999999.000000,48,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9433518 33.4260281, -111.9431126186057 33.42595314157244)"
771,281,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426650021928 33.42649135579607, -111.9430789 33.4272077)"
281,771,-22388993315,6,0.005000,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430789 33.4272077, -111.9426650021928 33.42649135579607)"
772,216,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9403807529316 33.42600199777564, -111.9400785 33.4260353)"
216,772,-22388993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400785 33.4260353, -111.9403807529316 33.42600199777564)"
773,189,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9409537264901 33.42581894514601, -111.9412674 33.4261177)"
189,773,-22388993315,6,0.005000,999999.000000,999999.000000,43,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412674 33.4261177, -111.9409537264901 33.42581894514601)"
774,42,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9409048931483 33.42678994674498, -111.940778 33.4264585)"
42,774,-22388993315,6,0.005000,999999.000000,999999.000000,44,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.940778 33.4264585, -111.9409048931483 33.42678994674498)"
775,334,-22388993315,6,0.000565,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9410656805655 33.42711884769829, -111.9412594 33.4264482)"
334,775,-22388993315,6,0.000565,999999.000000,999999.000000,45,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412594 33.4264482, -111.9410656805655 33.42711884769829)"
776,248,-22388993315,6,0.000612,999999.000000,999999.000000,999999,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.940921934982 33.42887858867442, -111.9406832 33.4295107)"
248,776,-22388993315,6,0.000612,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9406832 33.4295107, -111.940921934982 33.42887858867442)"
788,129,-22387993316,6,0.001087,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9360556 33.42057455, -111.9366407 33.4212929)"
129,788,-22387993316,6,0.001087,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366407 33.4212929, -111.9360556 33.42057455)"
789,402,-22387993317,6,0.000526,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9379919154261 33.41561680159898, -111.9381583 33.415)"
402,789,-22387993317,6,0.000546,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381583 33.415, -111.9379919154261 33.41561680159898)"
790,134,-22387993317,6,0.000297,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395814742175 33.41778369504657, -111.9398468 33.4176189)"
134,790,-22387993317,6,0.000321,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398468 33.4176189, -111.9395814742175 33.41778369504657)"
805,193,-22387993317,6,0.000545,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9371585 33.41861859999999, -111.9366173 33.4190676)"
193,805,-22387993317,6,0.000475,999999.000000,999999.000000,23,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9371585 33.41861859999999)"
809,97,-22387993315,6,0.000131,999999.000000,999999.000000,107,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9391670663847 33.42520551693215, -111.9394161 33.4254973)"
97,809,-22387993315,6,0.000169,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394161 33.4254973, -111.9391670663847 33.42520551693215)"
813,181,-22387993316,6,0.000615,999999.000000,999999.000000,79,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9359116754365 33.4222725174122, -111.9366619 33.4219911)"
181,813,-22387993316,6,0.000695,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366619 33.4219911, -111.9359116754365 33.4222725174122)"
814,181,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9364451928908 33.42217067031444, -111.9366619 33.4219911)"
181,814,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366619 33.4219911, -111.9364451928908 33.42217067031444)"
815,334,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9413433821264 33.42670773167578, -111.9412594 33.4264482)"
334,815,-22388993315,6,0.005000,999999.000000,999999.000000,45,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412594 33.4264482, -111.9413433821264 33.42670773167578)"
816,217,-22387993316,6,0.000025,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9392654810125 33.42295688685839, -111.9399634 33.422988)"
217,816,-22387993316,6,0.000094,999999.000000,999999.000000,95,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399634 33.422988, -111.9392654810125 33.42295688685839)"
817,64,-22387993316,6,0.000509,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389077824543 33.42287925914703, -111.9381595 33.4231914)"
64,817,-22387993316,6,0.000430,999999.000000,999999.000000,95,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9389077824543 33.42287925914703)"
819,108,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366946350982 33.4259463619814, -111.9366206 33.4263351)"
108,819,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366206 33.4263351, -111.9366946350982 33.4259463619814)"
820,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9364624 33.42562950000001, -111.936319 33.4255035)"
332,820,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.9364624 33.42562950000001)"
821,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9362882248728 33.42562779715566, -111.936319 33.4255035)"
332,821,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.9362882248728 33.42562779715566)"
822,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9360737748811 33.42562879702133, -111.9358356 33.4255093)"
304,822,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9360737748811 33.42562879702133)"
823,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358734248463 33.42562894711884, -111.9358356 33.4255093)"
304,823,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9358734248463 33.42562894711884)"
824,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.935666 33.42562779999999, -111.9358356 33.4255093)"
304,824,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.935666 33.42562779999999)"
825,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93634845 33.4257017, -111.936319 33.4255035)"
332,825,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.93634845 33.4257017)"
826,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93609 33.42571405, -111.936319 33.4255035)"
332,826,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.93609 33.42571405)"
827,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358664776209 33.42572019737555, -111.9358356 33.4255093)"
304,827,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9358664776209 33.42572019737555)"
828,74,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355867324249 33.42569074932172, -111.9353519 33.4255151)"
74,828,-22387993315,6,0.005000,999999.000000,999999.000000,48,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9353519 33.4255151, -111.9355867324249 33.42569074932172)"
829,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9356033218422 33.42589153261093, -111.9358356 33.4255093)"
304,829,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9356033218422 33.42589153261093)"
830,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358560216522 33.4259113024217, -111.9358356 33.4255093)"
304,830,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.9358560216522 33.4259113024217)"
831,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93609715 33.4259148, -111.936319 33.4255035)"
332,831,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.93609715 33.4259148)"
832,332,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93641005 33.4258879, -111.936319 33.4255035)"
332,832,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936319 33.4255035, -111.93641005 33.4258879)"
835,201,-22388993317,6,0.000027,999999.000000,999999.000000,999999,2,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9402786620085 33.41849943115483, -111.9398502 33.4186881)"
201,835,-22387993317,6,0.000066,999999.000000,999999.000000,50,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.9402786620085 33.41849943115483)"
837,201,-22388993317,6,0.000009,999999.000000,999999.000000,999999,2,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9402188 33.41870495, -111.9398502 33.4186881)"
201,837,-22387993317,6,0.000038,999999.000000,999999.000000,50,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.9402188 33.41870495)"
878,1,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9445009477578 33.42943607707105, -111.9442567 33.4295155)"
1,878,-22388993315,6,0.005000,999999.000000,999999.000000,64,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442567 33.4295155, -111.9445009477578 33.42943607707105)"
879,321,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9444630282001 33.43002806807458, -111.9445362 33.4301978)"
321,879,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9445362 33.4301978, -111.9444630282001 33.43002806807458)"
880,1,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9445403012535 33.42977686543588, -111.9442567 33.4295155)"
1,880,-22388993315,6,0.005000,999999.000000,999999.000000,64,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442567 33.4295155, -111.9445403012535 33.42977686543588)"
881,320,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9448179748559 33.42935004674591, -111.9449232 33.4294451)"
320,881,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9449232 33.4294451, -111.9448179748559 33.42935004674591)"
882,431,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9446675941823 33.430047375332, -111.9447336 33.4302)"
431,882,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9447336 33.4302, -111.9446675941823 33.430047375332)"
883,431,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9446671 33.42992599999999, -111.9447336 33.4302)"
431,883,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9447336 33.4302, -111.9446671 33.42992599999999)"
884,431,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9449177769368 33.43025756647571, -111.9447336 33.4302)"
431,884,-22388993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9447336 33.4302, -111.9449177769368 33.43025756647571)"
885,192,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9439796623655 33.42667503166054, -111.9442762 33.426894)"
192,885,-22388993315,6,0.005000,999999.000000,999999.000000,55,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9442762 33.426894, -111.9439796623655 33.42667503166054)"
886,101,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9439325190183 33.42830657315629, -111.9435781 33.4288746)"
101,886,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9435781 33.4288746, -111.9439325190183 33.42830657315629)"
887,2,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9440528590417 33.42889365827889, -111.9443252 33.4291446)"
2,887,-22388993315,6,0.005000,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9443252 33.4291446, -111.9440528590417 33.42889365827889)"
888,281,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9432661314896 33.42738834362094, -111.9430789 33.4272077)"
281,888,-22388993315,6,0.005000,999999.000000,999999.000000,52,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430789 33.4272077, -111.9432661314896 33.42738834362094)"
894,286,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.944872 33.429055, -111.9448055 33.4291415)"
286,894,-22388993315,6,0.005000,999999.000000,999999.000000,64,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9448055 33.4291415, -111.944872 33.429055)"
903,201,-22388993317,6,0.000034,999999.000000,999999.000000,999999,2,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9403085453197 33.41834902778619, -111.9398502 33.4186881)"
201,903,-22387993317,6,0.000084,999999.000000,999999.000000,50,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.9403085453197 33.41834902778619)"
904,201,-22388993317,6,0.000022,999999.000000,999999.000000,999999,2,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9405012832213 33.41850596656084, -111.9398502 33.4186881)"
201,904,-22387993317,6,0.000082,999999.000000,999999.000000,52,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.9405012832213 33.41850596656084)"
905,111,-22387993315,6,0.001474,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9386382963037 33.42631436102411, -111.9385707 33.4271476)"
111,905,-22387993315,6,0.001409,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9385707 33.4271476, -111.9386382963037 33.42631436102411)"
